occurrence_id,value,bin,procedure,local_role,context
717,1,behavioral,update-insurance-market,update-insurance-market::_,let threat-score (((1 - permission-factor) * 0.18)
718,0.18,behavioral,update-insurance-market,update-insurance-market::_,let threat-score (((1 - permission-factor) * 0.18)
719,1,behavioral,update-insurance-market,update-insurance-market::_,+ ((1 - gnss-reliability) * 0.10)
720,0.10,behavioral,update-insurance-market,update-insurance-market::_,+ ((1 - gnss-reliability) * 0.10)
721,0.05,behavioral,update-insurance-market,update-insurance-market::_,+ (regional-strike-volume * 0.05)
722,0.05,behavioral,update-insurance-market,update-insurance-market::_,+ (proxy-attack-level * 0.05)
723,1,behavioral,update-insurance-market,update-insurance-market::_,+ ((1 - port-operability) * 0.05)
724,0.05,behavioral,update-insurance-market,update-insurance-market::_,+ ((1 - port-operability) * 0.05)
725,0.08,behavioral,update-insurance-market,update-insurance-market::_,+ (insurer-memory * 0.08)
726,0.04,behavioral,update-insurance-market,update-insurance-market::_,+ (market-memory * 0.04))
727,0.40,behavioral,update-insurance-market,update-insurance-market::_,and permission-factor > 0.40
728,0.30,behavioral,update-insurance-market,update-insurance-market::_,and strait-throughput > 0.30)
729,0.04,behavioral,update-insurance-market,update-insurance-market::_,let reassurance-bonus ((recovery-factor * 0.04)
730,0.04,behavioral,update-insurance-market,update-insurance-market::_,+ (diplomatic-momentum * 0.04)
731,0.05,behavioral,update-insurance-market,update-insurance-market::_,+ (ifelse-value (member? last-iran-action [   ]) [0.05] [0])
732,0,behavioral,update-insurance-market,update-insurance-market::_,+ (ifelse-value (member? last-iran-action [   ]) [0.05] [0])
733,0.05,behavioral,update-insurance-market,update-insurance-market::_,+ (ifelse-value stable-access? [0.05] [0])
734,0,behavioral,update-insurance-market,update-insurance-market::_,+ (ifelse-value stable-access? [0.05] [0])
735,0.04,behavioral,update-insurance-market,update-insurance-market::_,+ (ifelse-value (military-deescalation-window? = true) [0.04] [0])
736,0,behavioral,update-insurance-market,update-insurance-market::_,+ (ifelse-value (military-deescalation-window? = true) [0.04] [0])
737,0.35,behavioral,update-insurance-market,update-insurance-market::_,+ (ifelse-value (insurance-availability > 0.35) [0.025] [0]))
738,0.025,behavioral,update-insurance-market,update-insurance-market::_,+ (ifelse-value (insurance-availability > 0.35) [0.025] [0]))
739,0,behavioral,update-insurance-market,update-insurance-market::_,+ (ifelse-value (insurance-availability > 0.35) [0.025] [0]))
740,0.035,behavioral,update-insurance-market,update-insurance-market::_,+ (awrp * 0.035)
741,0.09,behavioral,update-insurance-market,update-insurance-market::_,+ (threat-score * 0.09 * tau-c-rate)
742,0.035,behavioral,update-insurance-market,update-insurance-market::_,+ (operator-memory * 0.035)
743,0.14,behavioral,update-insurance-market,update-insurance-market::_,- (recovery-factor * 0.14 * tau-c-rate)
744,0.06,behavioral,update-insurance-market,update-insurance-market::_,- (diplomatic-momentum * 0.06 * tau-c-rate)
745,1.30,behavioral,update-insurance-market,update-insurance-market::_,- (reassurance-bonus * 1.30 * tau-c-rate)) 0 1)
746,0,behavioral,update-insurance-market,update-insurance-market::_,- (reassurance-bonus * 1.30 * tau-c-rate)) 0 1)
747,1,behavioral,update-insurance-market,update-insurance-market::_,- (reassurance-bonus * 1.30 * tau-c-rate)) 0 1)
748,0.035,behavioral,update-insurance-market,update-insurance-market::_,- (awrp * 0.035)
749,0.020,behavioral,update-insurance-market,update-insurance-market::_,- (threat-score * 0.020 * tau-c-rate)
750,0.020,behavioral,update-insurance-market,update-insurance-market::_,- (insurer-memory * 0.020)
751,1.45,behavioral,update-insurance-market,update-insurance-market::_,+ (reassurance-bonus * 1.45 * tau-c-rate)) 0.10 1)
752,0.10,behavioral,update-insurance-market,update-insurance-market::_,+ (reassurance-bonus * 1.45 * tau-c-rate)) 0.10 1)
753,1,behavioral,update-insurance-market,update-insurance-market::_,+ (reassurance-bonus * 1.45 * tau-c-rate)) 0.10 1)
754,0.28,behavioral,update-commercial-throughput,update-commercial-throughput::_,(bound ((0.28 * insurance-availability)
755,0.27,behavioral,update-commercial-throughput,update-commercial-throughput::_,+ (0.27 * permission-factor)
756,0.18,behavioral,update-commercial-throughput,update-commercial-throughput::_,+ (0.18 * port-operability)
757,0.10,behavioral,update-commercial-throughput,update-commercial-throughput::_,+ (0.10 * gnss-reliability)
758,0.09,behavioral,update-commercial-throughput,update-commercial-throughput::_,+ (0.09 * (1 - operator-caution))
759,1,behavioral,update-commercial-throughput,update-commercial-throughput::_,+ (0.09 * (1 - operator-caution))
760,0.08,behavioral,update-commercial-throughput,update-commercial-throughput::_,+ (0.08 * (1 - market-memory))) 0.08 1)
761,1,behavioral,update-commercial-throughput,update-commercial-throughput::_,+ (0.08 * (1 - market-memory))) 0.08 1)
762,0.08,behavioral,update-commercial-throughput,update-commercial-throughput::_,+ (0.08 * (1 - market-memory))) 0.08 1)
763,1,behavioral,update-commercial-throughput,update-commercial-throughput::_,+ (0.08 * (1 - market-memory))) 0.08 1)
764,1,behavioral,update-recovery-factor,update-recovery-factor::recent-iran-escalation-streak,set recent-iran-escalation-streak (recent-iran-escalation-streak + 1)
765,0.10,behavioral,update-recovery-factor,update-recovery-factor::recovery-factor,set recovery-factor (bound (recovery-factor - 0.10) 0 1)
766,0,scale-bound,update-recovery-factor,update-recovery-factor::recovery-factor,set recovery-factor (bound (recovery-factor - 0.10) 0 1)
767,1,scale-bound,update-recovery-factor,update-recovery-factor::recovery-factor,set recovery-factor (bound (recovery-factor - 0.10) 0 1)
768,1,behavioral,update-recovery-factor,update-recovery-factor::recent-iran-escalation-streak,set recent-iran-escalation-streak (recent-iran-escalation-streak + 1)
769,0.05,behavioral,update-recovery-factor,update-recovery-factor::recovery-factor,set recovery-factor (bound (recovery-factor - 0.05) 0 1)
770,0,scale-bound,update-recovery-factor,update-recovery-factor::recovery-factor,set recovery-factor (bound (recovery-factor - 0.05) 0 1)
771,1,scale-bound,update-recovery-factor,update-recovery-factor::recovery-factor,set recovery-factor (bound (recovery-factor - 0.05) 0 1)
772,0,behavioral,update-recovery-factor,update-recovery-factor::recent-iran-escalation-streak,set recent-iran-escalation-streak max (list 0 (recent-iran-escalation-streak - 1))
773,1,behavioral,update-recovery-factor,update-recovery-factor::recent-iran-escalation-streak,set recent-iran-escalation-streak max (list 0 (recent-iran-escalation-streak - 1))
774,0,behavioral,update-recovery-factor,update-recovery-factor::_,if member? last-iran-action [   ] and regional-strike-volume = 0 and proxy-attack-level = 0 [
775,0,behavioral,update-recovery-factor,update-recovery-factor::_,if member? last-iran-action [   ] and regional-strike-volume = 0 and proxy-attack-level = 0 [
776,0.03,behavioral,update-recovery-factor,update-recovery-factor::recovery-factor,set recovery-factor (bound (recovery-factor + 0.03) 0 1)
777,0,scale-bound,update-recovery-factor,update-recovery-factor::recovery-factor,set recovery-factor (bound (recovery-factor + 0.03) 0 1)
778,1,scale-bound,update-recovery-factor,update-recovery-factor::recovery-factor,set recovery-factor (bound (recovery-factor + 0.03) 0 1)
779,0,behavioral,update-recovery-factor,update-recovery-factor::_,if military-pause? and regional-strike-volume = 0 and proxy-attack-level = 0 and insurance-availability > 0.45 [
780,0,behavioral,update-recovery-factor,update-recovery-factor::_,if military-pause? and regional-strike-volume = 0 and proxy-attack-level = 0 and insurance-availability > 0.45 [
781,0.45,behavioral,update-recovery-factor,update-recovery-factor::_,if military-pause? and regional-strike-volume = 0 and proxy-attack-level = 0 and insurance-availability > 0.45 [
782,0.02,behavioral,update-recovery-factor,update-recovery-factor::recovery-factor,set recovery-factor (bound (recovery-factor + 0.02) 0 1)
783,0,scale-bound,update-recovery-factor,update-recovery-factor::recovery-factor,set recovery-factor (bound (recovery-factor + 0.02) 0 1)
784,1,scale-bound,update-recovery-factor,update-recovery-factor::recovery-factor,set recovery-factor (bound (recovery-factor + 0.02) 0 1)
785,0.35,behavioral,update-recovery-factor,update-recovery-factor::_,if insurance-availability < 0.35 or gnss-reliability < 0.40 [
786,0.40,behavioral,update-recovery-factor,update-recovery-factor::_,if insurance-availability < 0.35 or gnss-reliability < 0.40 [
787,0.02,behavioral,update-recovery-factor,update-recovery-factor::recovery-factor,set recovery-factor (bound (recovery-factor - 0.02) 0 1)
788,0,scale-bound,update-recovery-factor,update-recovery-factor::recovery-factor,set recovery-factor (bound (recovery-factor - 0.02) 0 1)
789,1,scale-bound,update-recovery-factor,update-recovery-factor::recovery-factor,set recovery-factor (bound (recovery-factor - 0.02) 0 1)
790,0.04,behavioral,update-recovery-factor,update-recovery-factor::recovery-factor,set recovery-factor (bound (recovery-factor - 0.04) 0 1)
791,0,scale-bound,update-recovery-factor,update-recovery-factor::recovery-factor,set recovery-factor (bound (recovery-factor - 0.04) 0 1)
792,1,scale-bound,update-recovery-factor,update-recovery-factor::recovery-factor,set recovery-factor (bound (recovery-factor - 0.04) 0 1)
793,0.04,behavioral,update-recovery-factor,update-recovery-factor::recovery-factor,set recovery-factor (bound (recovery-factor - 0.04) 0 1)
794,0,scale-bound,update-recovery-factor,update-recovery-factor::recovery-factor,set recovery-factor (bound (recovery-factor - 0.04) 0 1)
795,1,scale-bound,update-recovery-factor,update-recovery-factor::recovery-factor,set recovery-factor (bound (recovery-factor - 0.04) 0 1)
796,15,behavioral,recolor-lanes,recolor-lanes::pcolor,[ set pcolor 15 ]
797,87,behavioral,recolor-lanes,recolor-lanes::pcolor,[ set pcolor 87 ]
798,97,behavioral,recolor-lanes,recolor-lanes::pcolor,[ set pcolor 97 ]
799,95,behavioral,recolor-lanes,recolor-lanes::pcolor,ask patches with [ water? and not lane? ] [ set pcolor 95 ]
800,35,behavioral,recolor-lanes,recolor-lanes::pcolor,ask patches with [ not water? ] [ set pcolor 35 ]
801,0.003,behavioral,update-actor-states,update-actor-states::electoral-proximity,set electoral-proximity (bound (electoral-proximity + 0.003) 0 1)
802,0,scale-bound,update-actor-states,update-actor-states::electoral-proximity,set electoral-proximity (bound (electoral-proximity + 0.003) 0 1)
803,1,scale-bound,update-actor-states,update-actor-states::electoral-proximity,set electoral-proximity (bound (electoral-proximity + 0.003) 0 1)
804,1,behavioral,update-actor-states,update-actor-states::_,let buffer-drain (((1 - strait-throughput) * 0.012) + (regional-strike-volume * 0.005))
805,0.012,behavioral,update-actor-states,update-actor-states::_,let buffer-drain (((1 - strait-throughput) * 0.012) + (regional-strike-volume * 0.005))
806,0.005,behavioral,update-actor-states,update-actor-states::_,let buffer-drain (((1 - strait-throughput) * 0.012) + (regional-strike-volume * 0.005))
807,0,behavioral,update-actor-states,update-actor-states::_,let oil-rent-gain 0
808,90,behavioral,update-actor-states,update-actor-states::_,if brent-crude-price > 90 [
809,90,behavioral,update-actor-states,update-actor-states::oil-rent-gain,set oil-rent-gain (((brent-crude-price - 90) / 100) * 0.04)
810,100,behavioral,update-actor-states,update-actor-states::oil-rent-gain,set oil-rent-gain (((brent-crude-price - 90) / 100) * 0.04)
811,0.04,behavioral,update-actor-states,update-actor-states::oil-rent-gain,set oil-rent-gain (((brent-crude-price - 90) / 100) * 0.04)
812,0.006,behavioral,update-actor-states,update-actor-states::oil-rent-gain,set oil-rent-gain (oil-rent-gain + 0.006)
813,0.55,behavioral,update-actor-states,update-actor-states::_,if permission-factor > 0.55 [
814,0.004,behavioral,update-actor-states,update-actor-states::oil-rent-gain,set oil-rent-gain (oil-rent-gain + 0.004)
815,0,scale-bound,update-actor-states,update-actor-states::economic-buffer,set economic-buffer (bound (economic-buffer - buffer-drain + oil-rent-gain) 0 1)
816,1,scale-bound,update-actor-states,update-actor-states::economic-buffer,set economic-buffer (bound (economic-buffer - buffer-drain + oil-rent-gain) 0 1)
817,0.010,behavioral,update-actor-states,update-actor-states::_,let stability-drain ((regional-strike-volume * 0.010) + ((1 - economic-buffer) * 0.008))
818,1,behavioral,update-actor-states,update-actor-states::_,let stability-drain ((regional-strike-volume * 0.010) + ((1 - economic-buffer) * 0.008))
819,0.008,behavioral,update-actor-states,update-actor-states::_,let stability-drain ((regional-strike-volume * 0.010) + ((1 - economic-buffer) * 0.008))
820,0.004,behavioral,update-actor-states,update-actor-states::_,let stability-gain (proxy-attack-level * 0.004)
821,95,behavioral,update-actor-states,update-actor-states::_,if brent-crude-price > 95 and military-pause? [
822,0.010,behavioral,update-actor-states,update-actor-states::stability-gain,set stability-gain (stability-gain + 0.010)
823,0,behavioral,update-actor-states,update-actor-states::_,if regional-strike-volume = 0 and permission-factor > 0.45 [
824,0.45,behavioral,update-actor-states,update-actor-states::_,if regional-strike-volume = 0 and permission-factor > 0.45 [
825,0.005,behavioral,update-actor-states,update-actor-states::stability-gain,set stability-gain (stability-gain + 0.005)
826,0,scale-bound,update-actor-states,update-actor-states::regime-stability,set regime-stability (bound (regime-stability - stability-drain + stability-gain) 0 1)
827,1,scale-bound,update-actor-states,update-actor-states::regime-stability,set regime-stability (bound (regime-stability - stability-drain + stability-gain) 0 1)
828,0,behavioral,update-actor-states,update-actor-states::_,let d 0
829,0.06,behavioral,update-actor-states,update-actor-states::d,if member? israel-observed-iran-action [         ] [ set d (d - 0.06) ]
830,0.45,behavioral,update-actor-states,update-actor-states::d,if military-degradation > 0.45 [ set d (d + 0.04) ]
831,0.04,behavioral,update-actor-states,update-actor-states::d,if military-degradation > 0.45 [ set d (d + 0.04) ]
832,0.45,behavioral,update-actor-states,update-actor-states::d,if strait-throughput > 0.45 and permission-factor > 0.55 [ set d (d + 0.02) ]
833,0.55,behavioral,update-actor-states,update-actor-states::d,if strait-throughput > 0.45 and permission-factor > 0.55 [ set d (d + 0.02) ]
834,0.02,behavioral,update-actor-states,update-actor-states::d,if strait-throughput > 0.45 and permission-factor > 0.55 [ set d (d + 0.02) ]
835,0.03,behavioral,update-actor-states,update-actor-states::d,if military-pause? and economic-war-active? [ set d (d - 0.03) ]
836,0,scale-bound,update-actor-states,update-actor-states::security-perception,set security-perception (bound (security-perception + d) 0 1)
837,1,scale-bound,update-actor-states,update-actor-states::security-perception,set security-perception (bound (security-perception + d) 0 1)
838,0.03,behavioral,update-actor-states,update-actor-states::tolerance-us-friction,set tolerance-us-friction (bound (tolerance-us-friction - 0.03) 0 1)
839,0,scale-bound,update-actor-states,update-actor-states::tolerance-us-friction,set tolerance-us-friction (bound (tolerance-us-friction - 0.03) 0 1)
840,1,scale-bound,update-actor-states,update-actor-states::tolerance-us-friction,set tolerance-us-friction (bound (tolerance-us-friction - 0.03) 0 1)
841,0.35,behavioral,determine-crisis-state,determine-crisis-state::access-state,set access-state (ifelse-value (strait-throughput < 0.35) [ ] [ ])
842,0.04,behavioral,determine-crisis-state,determine-crisis-state::diplomatic-momentum,set diplomatic-momentum (bound (diplomatic-momentum + (0.04 * tau-d-rate)) 0 1)
843,0,scale-bound,determine-crisis-state,determine-crisis-state::diplomatic-momentum,set diplomatic-momentum (bound (diplomatic-momentum + (0.04 * tau-d-rate)) 0 1)
844,1,scale-bound,determine-crisis-state,determine-crisis-state::diplomatic-momentum,set diplomatic-momentum (bound (diplomatic-momentum + (0.04 * tau-d-rate)) 0 1)
845,0.03,behavioral,determine-crisis-state,determine-crisis-state::diplomatic-momentum,set diplomatic-momentum (bound (diplomatic-momentum - (0.03 * tau-d-rate)) 0 1)
846,0,scale-bound,determine-crisis-state,determine-crisis-state::diplomatic-momentum,set diplomatic-momentum (bound (diplomatic-momentum - (0.03 * tau-d-rate)) 0 1)
847,1,scale-bound,determine-crisis-state,determine-crisis-state::diplomatic-momentum,set diplomatic-momentum (bound (diplomatic-momentum - (0.03 * tau-d-rate)) 0 1)
848,0.5,behavioral,determine-crisis-state,determine-crisis-state::_,and (regional-strike-volume <= 0.5)
849,0.5,behavioral,determine-crisis-state,determine-crisis-state::_,and (proxy-attack-level <= 0.5) [
850,1,inert,determine-crisis-state,determine-crisis-state::recent-strike-history,set recent-strike-history (lput (ifelse-value strike-this-tick? [1] [0]) recent-strike-history)
851,0,inert,determine-crisis-state,determine-crisis-state::recent-strike-history,set recent-strike-history (lput (ifelse-value strike-this-tick? [1] [0]) recent-strike-history)
852,3,behavioral,determine-crisis-state,determine-crisis-state::_,if length recent-strike-history > 3 [
853,0,behavioral,determine-crisis-state,determine-crisis-state::military-pause-window?,set military-pause-window? ((sum recent-strike-history) = 0)
854,-1,behavioral,determine-crisis-state,determine-crisis-state::_,if military-pause-window? and tick-military-pause-window-start = -1 [
855,1,inert,determine-crisis-state,determine-crisis-state::recent-major-strike-history,set recent-major-strike-history (lput (ifelse-value major-strike-this-tick [1] [0]) recent-major-strike-history)
856,0,inert,determine-crisis-state,determine-crisis-state::recent-major-strike-history,set recent-major-strike-history (lput (ifelse-value major-strike-this-tick [1] [0]) recent-major-strike-history)
857,3,behavioral,determine-crisis-state,determine-crisis-state::_,if length recent-major-strike-history > 3 [
858,0,behavioral,determine-crisis-state,determine-crisis-state::military-deescalation-window?,set military-deescalation-window? (((sum recent-major-strike-history) = 0) and low-intensity-military?)
859,-1,behavioral,determine-crisis-state,determine-crisis-state::_,if military-deescalation-window? and tick-military-deescalation-window-start = -1 [
860,0.82,behavioral,determine-crisis-state,determine-crisis-state::_,if (strait-throughput > 0.82) and (insurance-availability > 0.78) and (permission-factor > 0.82) [
861,0.78,behavioral,determine-crisis-state,determine-crisis-state::_,if (strait-throughput > 0.82) and (insurance-availability > 0.78) and (permission-factor > 0.82) [
862,0.82,behavioral,determine-crisis-state,determine-crisis-state::_,if (strait-throughput > 0.82) and (insurance-availability > 0.78) and (permission-factor > 0.82) [
863,0.58,behavioral,determine-crisis-state,determine-crisis-state::_,if (strait-throughput > 0.58) and (insurance-availability > 0.52) and (permission-factor > 0.60) and access-state !=   [
864,0.52,behavioral,determine-crisis-state,determine-crisis-state::_,if (strait-throughput > 0.58) and (insurance-availability > 0.52) and (permission-factor > 0.60) and access-state !=   [
865,0.60,behavioral,determine-crisis-state,determine-crisis-state::_,if (strait-throughput > 0.58) and (insurance-availability > 0.52) and (permission-factor > 0.60) and access-state !=   [
866,0.38,behavioral,determine-crisis-state,determine-crisis-state::_,if (permission-factor > 0.38) and (strait-throughput > 0.18) and not member? access-state [   ] [
867,0.18,behavioral,determine-crisis-state,determine-crisis-state::_,if (permission-factor > 0.38) and (strait-throughput > 0.18) and not member? access-state [   ] [
868,0.18,behavioral,determine-crisis-state,determine-crisis-state::_,if not ((strait-throughput > 0.18) and (permission-factor > 0.38)) [
869,0.38,behavioral,determine-crisis-state,determine-crisis-state::_,if not ((strait-throughput > 0.18) and (permission-factor > 0.38)) [
870,0.015,behavioral,determine-crisis-state,determine-crisis-state::diplomatic-momentum,set diplomatic-momentum (bound (diplomatic-momentum + (0.015 * tau-d-rate)) 0 1)
871,0,scale-bound,determine-crisis-state,determine-crisis-state::diplomatic-momentum,set diplomatic-momentum (bound (diplomatic-momentum + (0.015 * tau-d-rate)) 0 1)
872,1,scale-bound,determine-crisis-state,determine-crisis-state::diplomatic-momentum,set diplomatic-momentum (bound (diplomatic-momentum + (0.015 * tau-d-rate)) 0 1)
873,0.40,behavioral,determine-crisis-state,determine-crisis-state::_,and insurance-availability > 0.40) [
874,1,behavioral,determine-crisis-state,determine-crisis-state::_,if random-float 1 < diplomacy-bridge-prob [
875,0.30,behavioral,determine-crisis-state,determine-crisis-state::diplomatic-momentum,set diplomatic-momentum (max list diplomatic-momentum 0.30)
876,1,behavioral,determine-crisis-state,determine-crisis-state::diplomacy-bridge-events,set diplomacy-bridge-events (diplomacy-bridge-events + 1)
877,0.70,behavioral,determine-crisis-state,determine-crisis-state::_,if diplomatic-momentum > 0.70 [
878,0.45,behavioral,determine-crisis-state,determine-crisis-state::_,if diplomatic-momentum > 0.45 and diplomatic-momentum <= 0.70 [
879,0.70,behavioral,determine-crisis-state,determine-crisis-state::_,if diplomatic-momentum > 0.45 and diplomatic-momentum <= 0.70 [
880,0.20,behavioral,determine-crisis-state,determine-crisis-state::_,if diplomatic-momentum > 0.20 and diplomatic-momentum <= 0.45 [
881,0.45,behavioral,determine-crisis-state,determine-crisis-state::_,if diplomatic-momentum > 0.20 and diplomatic-momentum <= 0.45 [
882,0.20,behavioral,determine-crisis-state,determine-crisis-state::_,if diplomatic-momentum <= 0.20 [
883,90,behavioral,determine-crisis-state,determine-crisis-state::economic-war-active?,set economic-war-active? ((brent-crude-price > 90)
884,0.75,behavioral,determine-crisis-state,determine-crisis-state::_,or (insurance-availability < 0.75)
885,0.88,behavioral,determine-crisis-state,determine-crisis-state::_,or (permission-factor < 0.88)
886,0.25,behavioral,determine-crisis-state,determine-crisis-state::_,or (market-memory > 0.25)
887,0.45,behavioral,determine-crisis-state,determine-crisis-state::_,if member? last-iran-action [     ] or (market-memory > 0.45) [
888,100,behavioral,determine-crisis-state,determine-crisis-state::_,if (economic-war-state !=  ) and ((brent-crude-price > 100) or (insurance-availability < 0.55)) [
889,0.55,behavioral,determine-crisis-state,determine-crisis-state::_,if (economic-war-state !=  ) and ((brent-crude-price > 100) or (insurance-availability < 0.55)) [
890,0.66,behavioral,determine-crisis-state,determine-crisis-state::_,and ([security-perception] of israel-agent > 0.66)
891,0.25,behavioral,determine-crisis-state,determine-crisis-state::_,and ([regime-stability] of iran-agent > 0.25)
892,0,behavioral,determine-crisis-state,determine-crisis-state::_,and (regional-strike-volume = 0)
893,0,behavioral,determine-crisis-state,determine-crisis-state::_,and (proxy-attack-level = 0))
894,1,behavioral,determine-crisis-state,determine-crisis-state::ceasefire-stability-streak,set ceasefire-stability-streak (ceasefire-stability-streak + 1)
895,0,behavioral,determine-crisis-state,determine-crisis-state::ceasefire-stability-streak,set ceasefire-stability-streak 0
896,7,behavioral,determine-crisis-state,determine-crisis-state::_,if ceasefire-stability-streak >= 7 [
897,0.15,behavioral,determine-crisis-state,determine-crisis-state::_,if (strait-throughput < 0.15) and (us-casualties > 0.12) and not ceasefire? [
898,0.12,behavioral,determine-crisis-state,determine-crisis-state::_,if (strait-throughput < 0.15) and (us-casualties > 0.12) and not ceasefire? [
899,1,behavioral,determine-crisis-state,determine-crisis-state::cascade-streak,set cascade-streak (cascade-streak + 1)
900,0.15,behavioral,determine-crisis-state,determine-crisis-state::_,if not ((strait-throughput < 0.15) and (us-casualties > 0.12) and not ceasefire?) [
901,0.12,behavioral,determine-crisis-state,determine-crisis-state::_,if not ((strait-throughput < 0.15) and (us-casualties > 0.12) and not ceasefire?) [
902,0,behavioral,determine-crisis-state,determine-crisis-state::cascade-streak,set cascade-streak 0
903,2,behavioral,determine-crisis-state,determine-crisis-state::_,if cascade-streak >= 2 [
904,0.30,behavioral,determine-crisis-state,determine-crisis-state::_,and (diplomatic-momentum > 0.30) [
905,0.50,behavioral,determine-crisis-state,determine-crisis-state::_,let awrp-half-recovery-threshold (awrp-baseline + (0.50 * (awrp-peak - awrp-baseline)))
906,0,behavioral,determine-crisis-state,determine-crisis-state::_,let commercial-score 0
907,1,behavioral,determine-crisis-state,determine-crisis-state::commercial-score,if awrp > awrp-half-recovery-threshold [ set commercial-score (commercial-score + 1) ]
908,0.50,behavioral,determine-crisis-state,determine-crisis-state::commercial-score,if insurance-availability < 0.50 [ set commercial-score (commercial-score + 1) ]
909,1,behavioral,determine-crisis-state,determine-crisis-state::commercial-score,if insurance-availability < 0.50 [ set commercial-score (commercial-score + 1) ]
910,0.65,behavioral,determine-crisis-state,determine-crisis-state::commercial-score,if operator-caution > 0.65 [ set commercial-score (commercial-score + 1) ]
911,1,behavioral,determine-crisis-state,determine-crisis-state::commercial-score,if operator-caution > 0.65 [ set commercial-score (commercial-score + 1) ]
912,0.65,behavioral,determine-crisis-state,determine-crisis-state::commercial-score,if strait-throughput < 0.65 [ set commercial-score (commercial-score + 1) ]
913,1,behavioral,determine-crisis-state,determine-crisis-state::commercial-score,if strait-throughput < 0.65 [ set commercial-score (commercial-score + 1) ]
914,2,scale-bound,determine-crisis-state,determine-crisis-state::_,let commercial-non-normalized? (commercial-score >= 2)
915,10,behavioral,determine-crisis-state,determine-crisis-state::_,let market-still-elevated? (oil-risk-premium > 10)
916,1,behavioral,determine-crisis-state,determine-crisis-state::managed-stalemate-streak,[ set managed-stalemate-streak (managed-stalemate-streak + 1)
917,1,behavioral,determine-crisis-state,determine-crisis-state::ticks-in-ms-conditions,set ticks-in-ms-conditions (ticks-in-ms-conditions + 1) ]
918,0,behavioral,determine-crisis-state,determine-crisis-state::managed-stalemate-streak,[ set managed-stalemate-streak 0 ]
919,2,behavioral,determine-crisis-state,determine-crisis-state::managed-stalemate?,set managed-stalemate? (managed-stalemate-streak >= 2)
920,-1,behavioral,determine-crisis-state,determine-crisis-state::tick-first-managed-stalemate,if tick-first-managed-stalemate = -1 [ set tick-first-managed-stalemate ticks ]
921,1,behavioral,determine-crisis-state,determine-crisis-state::partial-closure-streak,[ set partial-closure-streak (partial-closure-streak + 1) ]
922,0,behavioral,determine-crisis-state,determine-crisis-state::partial-closure-streak,[ set partial-closure-streak 0 ]
923,1,behavioral,determine-crisis-state,determine-crisis-state::selective-passage-streak,[ set selective-passage-streak (selective-passage-streak + 1) ]
924,0,behavioral,determine-crisis-state,determine-crisis-state::selective-passage-streak,[ set selective-passage-streak 0 ]
925,1,behavioral,determine-crisis-state,determine-crisis-state::contested-reopening-streak,[ set contested-reopening-streak (contested-reopening-streak + 1) ]
926,0,behavioral,determine-crisis-state,determine-crisis-state::contested-reopening-streak,[ set contested-reopening-streak 0 ]
927,-1,behavioral,determine-crisis-state,determine-crisis-state::_,if crisis-state != previous-state and resolution-tick = -1 [
928,0.18,behavioral,update-commercial-insurer,update-commercial-insurer::_,let raw-evidence ((regional-strike-volume * 0.18)
929,0.12,behavioral,update-commercial-insurer,update-commercial-insurer::_,+ (proxy-attack-level * 0.12)
930,0.025,behavioral,update-commercial-insurer,update-commercial-insurer::_,+ ((count mines) * 0.025)
931,1,behavioral,update-commercial-insurer,update-commercial-insurer::_,+ ((1 - permission-factor) * 0.30)
932,0.30,behavioral,update-commercial-insurer,update-commercial-insurer::_,+ ((1 - permission-factor) * 0.30)
933,1,behavioral,update-commercial-insurer,update-commercial-insurer::_,+ ((1 - gnss-reliability) * 0.10)
934,0.10,behavioral,update-commercial-insurer,update-commercial-insurer::_,+ ((1 - gnss-reliability) * 0.10)
935,1,behavioral,update-commercial-insurer,update-commercial-insurer::_,+ ((1 - port-operability) * 0.08))
936,0.08,behavioral,update-commercial-insurer,update-commercial-insurer::_,+ ((1 - port-operability) * 0.08))
937,0.7,behavioral,update-commercial-insurer,update-commercial-insurer::_,let routine-flow (regional-strike-volume + (proxy-attack-level * 0.7))
938,0,behavioral,update-commercial-insurer,update-commercial-insurer::_,let selectivity-discount 0
939,0,behavioral,update-commercial-insurer,update-commercial-insurer::_,if selective-targeting-recognition > 0 and routine-flow > 0 [
940,0,behavioral,update-commercial-insurer,update-commercial-insurer::_,if selective-targeting-recognition > 0 and routine-flow > 0 [
941,2,behavioral,update-commercial-insurer,update-commercial-insurer::_,let saturation (routine-flow / (routine-flow + 2))
942,0.45,behavioral,update-commercial-insurer,update-commercial-insurer::selectivity-discount,set selectivity-discount (selective-targeting-recognition * 0.45 * saturation)
943,1,behavioral,update-commercial-insurer,update-commercial-insurer::_,let discounted-evidence (raw-evidence * (1 - selectivity-discount))
944,1.6,behavioral,update-commercial-insurer,update-commercial-insurer::_,let target-posterior (bound (discounted-evidence / 1.6) 0 0.95)
945,0,scale-bound,update-commercial-insurer,update-commercial-insurer::_,let target-posterior (bound (discounted-evidence / 1.6) 0 0.95)
946,0.95,scale-bound,update-commercial-insurer,update-commercial-insurer::_,let target-posterior (bound (discounted-evidence / 1.6) 0 0.95)
947,0.18,behavioral,update-commercial-insurer,update-commercial-insurer::_,let kappa-C (0.18 * tau-c-rate)
948,0,behavioral,update-commercial-insurer,update-commercial-insurer::_,if (regional-strike-volume = 0) and (proxy-attack-level = 0)
